,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
293,A0A1C5RVG8,Extracellular,0.0383,0.8647,0.0003,0.0004,0.0511,0.0452
294,A5Z3Z1,Extracellular,0.0029,0.9919,0.0000,0.0001,0.0050,0.0002
295,I7H4M4,Cytoplasmic Membrane,0.0027,0.1019,0.0279,0.4404,0.4173,0.0098
296,A0A1G8G556,Extracellular,0.0027,0.9275,0.0002,0.0003,0.0332,0.0360
297,R6GFL4,Extracellular,0.0008,0.9972,0.0000,0.0000,0.0011,0.0008
298,A0A1C6HAK5,Extracellular,0.0000,0.9995,0.0000,0.0000,0.0005,0.0000
299,R6PPY9,Extracellular,0.0014,0.8334,0.0008,0.0000,0.1538,0.0106
300,A0A087EI30,Extracellular,0.0039,0.9951,0.0000,0.0001,0.0004,0.0004
301,A0A374RVD1,Extracellular,0.0047,0.9941,0.0000,0.0000,0.0012,0.0000
302,A0A2I1M4C7,Extracellular,0.0033,0.9960,0.0000,0.0000,0.0004,0.0003
303,R6A884,Extracellular,0.0034,0.6079,0.0033,0.0012,0.1374,0.2468
304,K1SHU9,Extracellular,0.0002,0.9979,0.0000,0.0000,0.0014,0.0005
305,A0A374W9C1,Extracellular,0.0314,0.8578,0.0005,0.0062,0.0987,0.0055
306,A0A173Z5A0,Extracellular,0.0028,0.9960,0.0000,0.0001,0.0006,0.0005
307,A0A374TU08,Extracellular,0.0063,0.9856,0.0000,0.0002,0.0055,0.0024
308,A0A1M6JW17,Extracellular,0.0028,0.7051,0.0744,0.0006,0.2135,0.0035
309,A0A3B8NXC5,Extracellular,0.0001,0.9897,0.0010,0.0002,0.0089,0.0001
310,G5GCE2,Extracellular,0.0028,0.8448,0.0002,0.0018,0.0674,0.0830
311,A0A1X2ZAT7,Extracellular,0.0020,0.9965,0.0000,0.0000,0.0007,0.0008
312,G1WI72,Extracellular,0.0029,0.9917,0.0000,0.0004,0.0026,0.0024
313,A5Z5Q4,Extracellular,0.0034,0.9897,0.0000,0.0001,0.0068,0.0001
314,R6CK00,Periplasmic,0.0004,0.0262,0.0059,0.0007,0.0481,0.9187
315,Q46668,Cytoplasmic Membrane,0.0065,0.0950,0.0057,0.4286,0.3998,0.0644
316,A0A1Q6RZD1,Extracellular,0.0001,0.9993,0.0000,0.0000,0.0006,0.0001
317,R5J100,Extracellular,0.0176,0.9717,0.0000,0.0001,0.0106,0.0001
318,C2KXD2,Extracellular,0.1099,0.8846,0.0001,0.0004,0.0039,0.0012
319,R7BLI7,Cytoplasmic Membrane,0.0004,0.0266,0.0003,0.8973,0.0753,0.0001
320,R5Q130,Extracellular,0.0246,0.8102,0.0118,0.0043,0.0609,0.0882
321,R6CYE4,Extracellular,0.0002,0.9979,0.0000,0.0000,0.0019,0.0000
322,A0A374WE13,Outer Membrane,0.0017,0.2163,0.0075,0.0064,0.4593,0.3089
323,R7JV64,Cytoplasmic,0.0012,0.0955,0.8407,0.0105,0.0159,0.0362
324,A0A2V3PQR0,Periplasmic,0.0043,0.1060,0.0134,0.0073,0.0716,0.7974
325,A4F2D9,Cytoplasmic Membrane,0.0020,0.3520,0.0047,0.3849,0.2532,0.0031
326,R5BK09,Extracellular,0.0087,0.6116,0.0535,0.0039,0.0376,0.2846
327,A0A373L1B7,Extracellular,0.0000,0.9998,0.0000,0.0000,0.0002,0.0000
328,A0A1Q6L1E4,Cytoplasmic,0.0021,0.2094,0.6465,0.0054,0.0347,0.1018
329,A0A1C5RPU4,Periplasmic,0.0015,0.0645,0.0101,0.0009,0.2788,0.6441
330,A0A212JGE6,Extracellular,0.0078,0.5742,0.0067,0.0068,0.0170,0.3876
331,A0A1Q6HG95,Extracellular,0.0009,0.9855,0.0000,0.0000,0.0066,0.0069
332,A0A374U1H2,Extracellular,0.0005,0.9876,0.0001,0.0000,0.0097,0.0021
333,R7FEF3,Extracellular,0.0001,0.9996,0.0000,0.0000,0.0003,0.0000
334,A0A1Q6TKW8,Extracellular,0.0000,0.9999,0.0000,0.0000,0.0000,0.0000
335,R6GWV0,Extracellular,0.0009,0.9979,0.0000,0.0002,0.0007,0.0003
336,A0A3B8SC35,Extracellular,0.0151,0.6856,0.2802,0.0093,0.0070,0.0027
337,J9FWS2,Extracellular,0.0021,0.8898,0.0002,0.0008,0.0570,0.0499
338,A0A1C5W7C6,Extracellular,0.0019,0.9976,0.0000,0.0000,0.0004,0.0000
339,J9CJV2,Periplasmic,0.0005,0.0165,0.0645,0.0018,0.0395,0.8773
340,R6CBC7,Periplasmic,0.0006,0.0375,0.0223,0.0012,0.0503,0.8881
341,L1MIP4,Extracellular,0.0574,0.3844,0.0211,0.0229,0.3494,0.1648
342,A0A1L5KYL1,Extracellular,0.0017,0.9977,0.0000,0.0000,0.0002,0.0004
343,A0A316QT75,Extracellular,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
344,A0A174A4B3,Extracellular,0.0005,0.9990,0.0000,0.0001,0.0002,0.0001
345,U2KH90,Extracellular,0.0132,0.9854,0.0000,0.0001,0.0005,0.0008
346,A0A316QBI0,Extracellular,0.0000,0.9999,0.0000,0.0000,0.0001,0.0000
347,G5GC57,Extracellular,0.0144,0.6178,0.0015,0.0130,0.2694,0.0839
348,A0A090ZJ38,Extracellular,0.0780,0.7600,0.1552,0.0033,0.0006,0.0029
349,R6XH89,Extracellular,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
350,A0A374WN43,Extracellular,0.0020,0.9275,0.0004,0.0004,0.0389,0.0308
351,A0A378ZQC2,Extracellular,0.0003,0.9997,0.0000,0.0000,0.0000,0.0000
352,A0A1C6GCE8,Extracellular,0.0018,0.9978,0.0000,0.0000,0.0003,0.0002
353,A0A316PDN2,Extracellular,0.0006,0.9989,0.0000,0.0000,0.0004,0.0000
354,A0A3D1H1M2,Extracellular,0.0151,0.7502,0.0026,0.0005,0.1738,0.0577
355,R5PSY7,Extracellular,0.0012,0.9904,0.0000,0.0000,0.0032,0.0052
356,G5GD12,Extracellular,0.0008,0.9229,0.0001,0.0007,0.0376,0.0378
357,G9RNT4,Extracellular,0.0018,0.9652,0.0002,0.0176,0.0078,0.0074
358,A0A133NVT0,Extracellular,0.0073,0.9895,0.0001,0.0020,0.0007,0.0005
359,A0A1K2AAE0,Extracellular,0.0002,0.9979,0.0000,0.0000,0.0018,0.0000
360,A0A1C6C4K4,Extracellular,0.0005,0.9940,0.0000,0.0000,0.0028,0.0027
361,A0A3E3E4Q2,Extracellular,0.0027,0.9950,0.0000,0.0001,0.0022,0.0001
362,A0A1Y4V1R0,Extracellular,0.2481,0.7476,0.0001,0.0003,0.0038,0.0001
363,R5KV94,Extracellular,0.0047,0.9793,0.0007,0.0000,0.0148,0.0005
364,R5YUY9,Extracellular,0.0016,0.9959,0.0000,0.0000,0.0019,0.0006
365,A0A1Q6K4F1,Extracellular,0.0014,0.9978,0.0000,0.0000,0.0007,0.0000
366,A0A2N0SMI6,Extracellular,0.0153,0.9804,0.0000,0.0003,0.0019,0.0022
367,A0A1C6BLH0,Extracellular,0.0000,0.9998,0.0000,0.0000,0.0001,0.0000
368,R5LR60,Extracellular,0.0193,0.8209,0.0001,0.1527,0.0068,0.0002
369,C0B964,Extracellular,0.0015,0.9976,0.0000,0.0001,0.0005,0.0004
370,A0A2V1J2R6,Periplasmic,0.0015,0.0591,0.0351,0.0018,0.0330,0.8695
371,F8WVK1,Periplasmic,0.0022,0.0944,0.0100,0.0018,0.0336,0.8580
372,A0A1C6DAC2,Extracellular,0.0653,0.8249,0.1055,0.0016,0.0025,0.0002
373,R7HD98,Cytoplasmic Membrane,0.0012,0.0405,0.0025,0.8951,0.0601,0.0005
374,A0A354M8T4,Extracellular,0.0017,0.9876,0.0000,0.0001,0.0064,0.0042
375,A0A374U3D6,Extracellular,0.0833,0.7643,0.0003,0.0138,0.1059,0.0324
376,A0A178X903,Extracellular,0.0001,0.9994,0.0000,0.0004,0.0000,0.0001
377,A0A1A9CQK1,Extracellular,0.0001,0.9996,0.0000,0.0002,0.0000,0.0001
378,U5MPR6,Extracellular,0.0001,0.9997,0.0000,0.0000,0.0000,0.0002
379,R5NZN7,Extracellular,0.0048,0.7532,0.0266,0.0006,0.0106,0.2041
380,A0A1Q6KZU4,Cytoplasmic,0.0010,0.1126,0.8475,0.0073,0.0117,0.0200
381,C5F0G3,Cytoplasmic Membrane,0.0050,0.2499,0.1634,0.5487,0.0301,0.0030
382,A0A0P0FRI3,Extracellular,0.0034,0.8266,0.0004,0.0009,0.0652,0.1036
383,R6V3B9,Extracellular,0.0029,0.9196,0.0008,0.0004,0.0301,0.0462
384,A0A255T599,Extracellular,0.0001,0.9930,0.0000,0.0000,0.0025,0.0045
385,A0A358M670,Extracellular,0.0008,0.9974,0.0000,0.0001,0.0017,0.0001
386,I9GIY6,Outer Membrane,0.0041,0.1587,0.0270,0.0203,0.4783,0.3116
387,F9D483,Extracellular,0.0018,0.9793,0.0011,0.0002,0.0040,0.0136
388,D6E4F0,Extracellular,0.0025,0.9959,0.0000,0.0000,0.0013,0.0003
389,A0A1Y3RVV5,Extracellular,0.0446,0.9128,0.0025,0.0001,0.0395,0.0006
390,A0A2K2U8X2,Extracellular,0.0151,0.9457,0.0001,0.0004,0.0337,0.0049
391,A0A0P0GGS8,Extracellular,0.0066,0.6970,0.0082,0.0013,0.0359,0.2509
392,R5R2I4,Extracellular,0.0013,0.9981,0.0000,0.0000,0.0005,0.0001
393,R7MKF4,Extracellular,0.0462,0.8954,0.0052,0.0023,0.0487,0.0022
394,F3QX63,Extracellular,0.0105,0.8485,0.0442,0.0020,0.0096,0.0851
395,A0A316RYH3,Extracellular,0.0006,0.9597,0.0075,0.0005,0.0294,0.0024
396,A0A3C0QRZ3,Extracellular,0.0042,0.9563,0.0000,0.0015,0.0046,0.0334
397,A0A1H0R0D9,Cytoplasmic,0.1889,0.3337,0.3921,0.0330,0.0264,0.0259
398,A0A2P2BQ27,Extracellular,0.2265,0.4037,0.2321,0.0898,0.0464,0.0015
399,A0A0H3EAX6,Extracellular,0.0219,0.9758,0.0000,0.0003,0.0013,0.0007
400,A0A316RY14,Extracellular,0.0106,0.9821,0.0002,0.0006,0.0050,0.0016
401,R6XA71,Periplasmic,0.0011,0.0315,0.0346,0.0017,0.0246,0.9065
402,A0A0P0SZX6,Outer Membrane,0.0112,0.1056,0.0163,0.4229,0.4321,0.0119
403,C9KXG9,Extracellular,0.0020,0.9479,0.0002,0.0004,0.0328,0.0167
404,A0A3D2NFT5,Extracellular,0.0030,0.7278,0.0005,0.0033,0.1556,0.1098
405,A0A1C6EWE5,Extracellular,0.1621,0.7605,0.0054,0.0431,0.0222,0.0067
406,A0A1R0YV18,Extracellular,0.0355,0.9624,0.0005,0.0011,0.0001,0.0003
407,T4VLI6,Extracellular,0.0146,0.9593,0.0254,0.0002,0.0005,0.0001
408,A0A1X2Z7K9,Extracellular,0.0041,0.9821,0.0001,0.0000,0.0013,0.0123
409,A0A2V2GFU3,Extracellular,0.0001,0.9998,0.0000,0.0000,0.0001,0.0000
410,A0A2L2WSX1,Extracellular,0.0254,0.7123,0.0103,0.0328,0.1834,0.0357
411,A0A374W0L4,Extracellular,0.0047,0.9501,0.0001,0.0001,0.0319,0.0132
412,C0B963,Extracellular,0.0023,0.9958,0.0001,0.0003,0.0005,0.0010
413,Q0PC56,Outer Membrane,0.0004,0.0126,0.0021,0.1614,0.8211,0.0024
414,R6MQ35,Extracellular,0.0131,0.9842,0.0002,0.0002,0.0018,0.0004
415,A0A1C5KGH9,Extracellular,0.0040,0.9918,0.0000,0.0011,0.0006,0.0024
416,A0A316PRQ7,Extracellular,0.0010,0.9958,0.0000,0.0000,0.0002,0.0030
417,F5J2A8,Periplasmic,0.0088,0.1308,0.0908,0.0110,0.1540,0.6046
418,K1RJX2,Cytoplasmic Membrane,0.0032,0.0875,0.2778,0.2927,0.0795,0.2594
419,R5YHY8,Extracellular,0.0063,0.9845,0.0002,0.0010,0.0030,0.0050
420,A0A0X3WV13,Extracellular,0.0007,0.9955,0.0000,0.0008,0.0028,0.0003
421,A0A355XUA8,Extracellular,0.0007,0.9799,0.0008,0.0005,0.0071,0.0110
422,A0A353A3D2,Extracellular,0.0005,0.9272,0.0000,0.0000,0.0031,0.0692
423,R5J7E2,Extracellular,0.0002,0.9978,0.0000,0.0000,0.0017,0.0003
424,A0A0M1N3E4,Cytoplasmic,0.0008,0.0561,0.9313,0.0025,0.0007,0.0086
425,G1V9C4,Extracellular,0.0023,0.8348,0.0017,0.0017,0.0932,0.0664
426,C4TIY3,Cytoplasmic Membrane,0.0132,0.0152,0.0050,0.6132,0.3435,0.0100
427,A0A374B5U6,Extracellular,0.0001,0.9997,0.0000,0.0000,0.0002,0.0000
428,A0A3E1J2E3,Extracellular,0.0121,0.9866,0.0001,0.0003,0.0005,0.0005
429,A0A396FAR5,Extracellular,0.0095,0.9781,0.0001,0.0001,0.0105,0.0017
430,W6RX22,Extracellular,0.0001,0.9999,0.0000,0.0000,0.0000,0.0000
431,A0A3D2QWC3,Extracellular,0.0013,0.9967,0.0000,0.0000,0.0020,0.0000
432,I8Z5J9,Extracellular,0.0049,0.9028,0.0139,0.0009,0.0476,0.0299
433,D4J5L1,Extracellular,0.0011,0.9984,0.0000,0.0000,0.0002,0.0003
434,A0A1Q6ECY7,Extracellular,0.0008,0.8468,0.0010,0.0001,0.0340,0.1173
435,A0A356C7W6,Extracellular,0.0157,0.9793,0.0001,0.0001,0.0040,0.0008
436,A0A374NCU2,Extracellular,0.0001,0.9995,0.0000,0.0000,0.0004,0.0000
437,W6S3D2,Extracellular,0.0001,0.9995,0.0000,0.0000,0.0003,0.0002
438,A0A316PDA0,Extracellular,0.0001,0.9995,0.0000,0.0000,0.0004,0.0000
439,U2PT89,Extracellular,0.0381,0.9585,0.0000,0.0010,0.0023,0.0000
440,A0A1G5L418,Extracellular,0.0238,0.4782,0.4688,0.0089,0.0043,0.0161
441,A0A1B1IA60,Extracellular,0.0005,0.9558,0.0001,0.0002,0.0244,0.0190
442,D1VZ47,Extracellular,0.0068,0.7772,0.0044,0.0028,0.0822,0.1266
443,F3QZ35,Extracellular,0.0133,0.8136,0.0184,0.0096,0.0841,0.0611
444,A0A1C5WSJ1,Extracellular,0.0729,0.8082,0.0949,0.0212,0.0026,0.0001
445,A0A157MIN3,Cytoplasmic Membrane,0.0022,0.3110,0.0109,0.3125,0.0513,0.3122
446,A0A1Q6K3Z9,Extracellular,0.0120,0.6992,0.0391,0.0056,0.2440,0.0000
447,R6A1Y3,Extracellular,0.0035,0.4722,0.0067,0.0120,0.1285,0.3770
448,R6AB73,Outer Membrane,0.0810,0.3892,0.0022,0.0043,0.4925,0.0308
449,A0A355XWD8,Extracellular,0.0003,0.9937,0.0001,0.0003,0.0033,0.0024
450,B0MJQ1,Extracellular,0.0001,0.9995,0.0000,0.0000,0.0003,0.0001
451,R5FRT1,Extracellular,0.0000,0.9999,0.0000,0.0000,0.0000,0.0000
452,A0A3D3MNJ5,Extracellular,0.0042,0.7739,0.0032,0.0033,0.1916,0.0239
453,A0A316MNC1,Extracellular,0.0015,0.6112,0.0019,0.0002,0.0295,0.3558
454,U2KT07,Extracellular,0.0010,0.9444,0.0003,0.0005,0.0370,0.0169
455,G1V9G1,Extracellular,0.0013,0.9750,0.0005,0.0005,0.0153,0.0074
456,J9G5Y6,Extracellular,0.1077,0.6196,0.0126,0.0114,0.2338,0.0148
457,R6CSV2,Extracellular,0.0028,0.7339,0.0015,0.0004,0.0196,0.2419
458,A0A1E4N5B5,Extracellular,0.0022,0.6416,0.0455,0.0199,0.0363,0.2545
459,R5JMK7,Extracellular,0.0014,0.9512,0.0001,0.0000,0.0217,0.0256
460,A0A2N0UUU0,Extracellular,0.0095,0.9798,0.0000,0.0002,0.0103,0.0003
461,W4BC02,Extracellular,0.0509,0.6442,0.2287,0.0089,0.0075,0.0598
462,A0A095WT82,Extracellular,0.0237,0.9637,0.0008,0.0034,0.0065,0.0020
463,F7J092,Extracellular,0.0005,0.9993,0.0000,0.0001,0.0001,0.0000
464,A0A1Q6HMB7,Extracellular,0.0003,0.9979,0.0000,0.0000,0.0009,0.0009
465,A0A3D1KFR4,Extracellular,0.0017,0.8234,0.0016,0.0005,0.0692,0.1036
466,I8Y3Z7,Outer Membrane,0.0020,0.1688,0.0357,0.0182,0.5005,0.2748
467,W4AYS2,Extracellular,0.0379,0.9592,0.0014,0.0013,0.0002,0.0002
468,A0A369LV05,Extracellular,0.0003,0.9592,0.0001,0.0003,0.0029,0.0371
469,A0A3D2KEF1,Extracellular,0.0064,0.9927,0.0000,0.0001,0.0005,0.0003
470,R6TEE8,Extracellular,0.0003,0.9996,0.0000,0.0000,0.0001,0.0000
471,E7GDP1,Extracellular,0.0054,0.9920,0.0000,0.0002,0.0014,0.0010
472,A4F2A0,Outer Membrane,0.0004,0.0088,0.0027,0.1974,0.7863,0.0045
473,R5ZYM9,Extracellular,0.0095,0.8587,0.0005,0.0010,0.0884,0.0419
474,W4PH12,Extracellular,0.0066,0.8115,0.0016,0.0019,0.1551,0.0233
475,R5ZZ18,Extracellular,0.0387,0.4543,0.0181,0.0154,0.4137,0.0597
476,R6FUM0,Extracellular,0.0020,0.7808,0.0002,0.0003,0.0624,0.1544
477,B0MJQ2,Extracellular,0.0022,0.9934,0.0000,0.0000,0.0040,0.0003
478,A0A174EC68,Extracellular,0.0000,0.9999,0.0000,0.0000,0.0000,0.0000
479,U7UED6,Extracellular,0.0099,0.6554,0.0016,0.0016,0.3153,0.0162
480,A0A3D5NIX4,Extracellular,0.0000,0.9996,0.0000,0.0000,0.0003,0.0000
481,A0A1X2YS18,Extracellular,0.0011,0.9961,0.0000,0.0000,0.0002,0.0026
482,A0A143XC04,Extracellular,0.0026,0.9038,0.0017,0.0011,0.0419,0.0489
483,E6MFB0,Extracellular,0.0170,0.9813,0.0000,0.0000,0.0011,0.0007
484,D6E4F1,Extracellular,0.0035,0.9947,0.0000,0.0000,0.0017,0.0001
485,G5GAE1,Extracellular,0.0021,0.9034,0.0003,0.0004,0.0460,0.0477
486,R6A0F1,Extracellular,0.0106,0.6291,0.0003,0.0012,0.2184,0.1403
487,A0A1X3A4N9,Extracellular,0.0005,0.9994,0.0000,0.0000,0.0000,0.0000
488,A0A3D1JVS7,Extracellular,0.0126,0.9832,0.0000,0.0013,0.0028,0.0001
489,E6JZ04,Extracellular,0.0009,0.9975,0.0000,0.0000,0.0004,0.0011
490,F7KL40,Cytoplasmic,0.0002,0.0635,0.8844,0.0123,0.0031,0.0365
491,A0A3B8R158,Periplasmic,0.0013,0.0356,0.0235,0.0023,0.0714,0.8659
492,G1WCR8,Extracellular,0.0007,0.9687,0.0001,0.0004,0.0066,0.0236
493,C3JE14,Extracellular,0.0277,0.8970,0.0515,0.0146,0.0070,0.0022
494,U2VJQ0,Extracellular,0.1218,0.7873,0.0025,0.0357,0.0437,0.0091
495,A0A354WZN8,Extracellular,0.0002,0.9757,0.0001,0.0000,0.0020,0.0219
496,R7DEF7,Extracellular,0.0143,0.6537,0.0019,0.0029,0.3042,0.0230
497,G5GD28,Extracellular,0.0044,0.7255,0.0014,0.0036,0.1428,0.1223
498,A0A355TUD3,Extracellular,0.0000,0.9998,0.0000,0.0000,0.0002,0.0000
499,D4J5M3,Extracellular,0.0013,0.9970,0.0000,0.0000,0.0006,0.0011
500,R7P6G0,Extracellular,0.0053,0.8309,0.0019,0.0022,0.1068,0.0529
501,A0A255TE69,Extracellular,0.0001,0.9961,0.0000,0.0000,0.0007,0.0031
502,A0A316MTL8,Extracellular,0.0472,0.5404,0.0021,0.0004,0.3368,0.0731
503,A0A174HS67,Extracellular,0.0042,0.9898,0.0000,0.0004,0.0033,0.0022
504,J4TD19,Extracellular,0.0134,0.9849,0.0000,0.0000,0.0016,0.0000
505,F8N5N5,Extracellular,0.0005,0.9733,0.0001,0.0001,0.0184,0.0076
506,D4JHM7,Extracellular,0.0004,0.9985,0.0000,0.0000,0.0010,0.0001
507,O32587,Outer Membrane,0.0011,0.0660,0.0089,0.2650,0.6074,0.0516
508,Q46670,Outer Membrane,0.0023,0.1498,0.0186,0.2619,0.5430,0.0244
509,Q6UPC1,Outer Membrane,0.0013,0.0351,0.0100,0.2726,0.6406,0.0404
510,A0A369M9V0,Extracellular,0.0002,0.9656,0.0001,0.0005,0.0022,0.0314
511,A0A373ZJD7,Extracellular,0.0004,0.9993,0.0000,0.0000,0.0002,0.0000
512,A0A316QC63,Extracellular,0.0002,0.9995,0.0000,0.0000,0.0001,0.0001
513,L1MJH7,Extracellular,0.0068,0.5006,0.0141,0.0075,0.2091,0.2619
514,R7LFJ5,Extracellular,0.0335,0.5877,0.0202,0.0644,0.1666,0.1276
515,A0A355GSI8,Extracellular,0.0024,0.9723,0.0002,0.0030,0.0052,0.0168
516,A0A3D1KHL4,Extracellular,0.0208,0.8466,0.0012,0.0019,0.1079,0.0216
517,R6A6X4,Outer Membrane,0.0206,0.4112,0.0044,0.0151,0.5107,0.0381
518,D4KZY9,Cytoplasmic,0.0016,0.3118,0.6323,0.0105,0.0229,0.0209
519,R7LBM9,Extracellular,0.0134,0.6969,0.0262,0.0077,0.0961,0.1598
520,F3QSC0,Extracellular,0.0011,0.7686,0.0007,0.0002,0.0175,0.2119
521,A0A2V2FZS5,Extracellular,0.0089,0.8552,0.0004,0.0047,0.0643,0.0665
522,G5GCI8,Extracellular,0.0249,0.5534,0.0032,0.0164,0.3249,0.0772
523,A0A1C5SIQ8,Extracellular,0.0731,0.8787,0.0015,0.0039,0.0219,0.0209
524,J9F714,Extracellular,0.0376,0.4983,0.0238,0.0075,0.3121,0.1208
525,A0A2X0PEK3,Extracellular,0.0003,0.9995,0.0000,0.0000,0.0001,0.0000
526,R5GR78,Extracellular,0.1772,0.5731,0.0069,0.0083,0.2270,0.0075
527,R6DP06,Extracellular,0.0002,0.8860,0.0001,0.0034,0.1102,0.0001
528,J9FAH7,Extracellular,0.0004,0.9942,0.0001,0.0001,0.0011,0.0042
529,R5NX57,Extracellular,0.0029,0.7785,0.0003,0.0015,0.0895,0.1273
530,A0A2K0XL33,Extracellular,0.0020,0.4771,0.0043,0.0309,0.3158,0.1699
531,A0A350WKB2,Extracellular,0.0095,0.9891,0.0000,0.0000,0.0013,0.0001
532,E2NLL6,Extracellular,0.0069,0.6098,0.0134,0.0033,0.2924,0.0742
533,F3QTE5,Extracellular,0.0003,0.9989,0.0000,0.0000,0.0006,0.0003
534,R7PEF8,Extracellular,0.0156,0.6713,0.0016,0.0028,0.2028,0.1060
535,A0A316RND6,Extracellular,0.0099,0.5545,0.0039,0.0052,0.3935,0.0329
536,A0A255T1W9,Extracellular,0.0016,0.9092,0.0003,0.0001,0.0120,0.0769
537,R7N9J5,Cytoplasmic,0.0030,0.1607,0.7994,0.0058,0.0119,0.0192
538,E6MGX3,Extracellular,0.0098,0.9647,0.0103,0.0051,0.0093,0.0008
539,A0A174GMP1,Extracellular,0.0044,0.9947,0.0000,0.0000,0.0008,0.0000
540,A0A316N5S0,Extracellular,0.0086,0.5710,0.3298,0.0075,0.0542,0.0289
541,R7BKR5,Cytoplasmic Membrane,0.0002,0.0332,0.0005,0.9237,0.0424,0.0001
542,G5SM83,Extracellular,0.0011,0.7518,0.0028,0.0004,0.0111,0.2329
543,A0A1Y4H0Y2,Extracellular,0.0449,0.8128,0.0009,0.0066,0.1196,0.0152
544,F7KL62,Cytoplasmic,0.0007,0.3223,0.6303,0.0095,0.0114,0.0259
545,R5ZTF6,Extracellular,0.0026,0.9094,0.0002,0.0002,0.0292,0.0585
546,R6AQX6,Extracellular,0.0078,0.6569,0.0036,0.0010,0.0857,0.2450
547,A0A3D2LMS8,Periplasmic,0.0015,0.0330,0.0199,0.0030,0.0383,0.9043
548,H1LTA5,Extracellular,0.0001,0.9996,0.0000,0.0000,0.0002,0.0000
549,F5IWK7,Periplasmic,0.0021,0.0562,0.0137,0.0019,0.0365,0.8895
550,A0A1Q6EJL5,Outer Membrane,0.0033,0.2219,0.0001,0.0080,0.7357,0.0310
551,A0A2L2WUP8,Outer Membrane,0.0516,0.3791,0.0084,0.0335,0.4428,0.0846
552,A0A316RZS5,Extracellular,0.0010,0.9770,0.0007,0.0001,0.0140,0.0072
553,A0A373TBJ0,Extracellular,0.0002,0.9996,0.0000,0.0000,0.0001,0.0001
554,J9FUE4,Extracellular,0.0119,0.6380,0.0334,0.0066,0.1291,0.1810
555,A0A2V2GEK0,Extracellular,0.0035,0.7048,0.0032,0.0127,0.1412,0.1346
556,A0A353A0G1,Periplasmic,0.0002,0.0291,0.0730,0.0031,0.0380,0.8566
557,R6A8N6,Extracellular,0.0054,0.7206,0.0037,0.0032,0.1044,0.1626
558,A0A023RNF2,Cytoplasmic,0.0002,0.1181,0.3643,0.2648,0.1101,0.1426
559,R6SV90,Extracellular,0.0022,0.9804,0.0003,0.0001,0.0035,0.0134
560,C8WIN9,Extracellular,0.0003,0.8795,0.1061,0.0042,0.0094,0.0006
561,D1VWZ8,Extracellular,0.0036,0.8072,0.0012,0.0025,0.0809,0.1046
562,J9GB78,Outer Membrane,0.0621,0.3321,0.0738,0.0266,0.4221,0.0832
563,R7LFZ2,Periplasmic,0.0028,0.3055,0.0223,0.0466,0.1025,0.5203
564,V9ZTW7,Periplasmic,0.0001,0.1007,0.0878,0.0859,0.3446,0.3810
565,R6A1X5,Extracellular,0.0004,0.4526,0.0017,0.0324,0.0651,0.4478
566,T1D0Z7,Extracellular,0.0023,0.4394,0.0011,0.0042,0.2805,0.2726
567,A0RPJ2,Extracellular,0.0014,0.4866,0.0165,0.2683,0.1973,0.0299
568,A0A316PFZ2,Extracellular,0.0004,0.9085,0.0000,0.0004,0.0854,0.0053
569,A0A1C6KKQ1,Extracellular,0.0055,0.7630,0.0027,0.0007,0.0991,0.1290
570,L1MSW6,Extracellular,0.0161,0.5954,0.0229,0.0035,0.0671,0.2950
571,A0A1Y3WIE6,Extracellular,0.0455,0.7083,0.0020,0.0120,0.2102,0.0219
572,U5F697,Extracellular,0.0022,0.9976,0.0000,0.0002,0.0001,0.0000
573,H3SHP6,Extracellular,0.0373,0.9148,0.0049,0.0382,0.0046,0.0002
574,R6A1P9,Extracellular,0.0018,0.8616,0.0006,0.0003,0.0428,0.0928
575,A0A096BNY7,Extracellular,0.0137,0.6637,0.0163,0.0689,0.1885,0.0489
576,R6RLD9,Extracellular,0.0030,0.9950,0.0000,0.0000,0.0016,0.0003
577,U2KCR7,Extracellular,0.0016,0.9394,0.0001,0.0007,0.0391,0.0192
578,E2NE97,Periplasmic,0.0096,0.2639,0.2666,0.0056,0.1528,0.3014
579,A0A3D3THL7,Periplasmic,0.0016,0.0679,0.0065,0.0011,0.0498,0.8731
580,A0A2K0XNC6,Extracellular,0.0133,0.8629,0.0170,0.0425,0.0541,0.0102
581,A0A133PVY7,Extracellular,0.0002,0.9929,0.0000,0.0002,0.0033,0.0034
582,F3QQZ7,Extracellular,0.0041,0.6549,0.0017,0.0053,0.2145,0.1195
583,K0X9V9,Extracellular,0.0469,0.8592,0.0012,0.0025,0.0667,0.0235
584,A0A0J8YZ03,Extracellular,0.0199,0.9718,0.0001,0.0008,0.0071,0.0003
585,L7VNW6,Extracellular,0.0010,0.8109,0.0015,0.1171,0.0677,0.0019
586,R5C8Y7,Extracellular,0.0076,0.8616,0.0024,0.0024,0.1155,0.0105
587,D7NF38,Extracellular,0.0035,0.9595,0.0001,0.0005,0.0281,0.0083
588,K0X516,Extracellular,0.0123,0.8405,0.0002,0.0011,0.1153,0.0306
589,A0A2U1BAL7,Extracellular,0.0000,0.9990,0.0000,0.0001,0.0008,0.0001
